Dance;Folk;Classical music;Musical;Pop;Rock;Metal or Hardrock;Punk;Swing, Jazz;Rock n roll;Alternative;Latino;Opera;Horror;Thriller;Comedy;Romantic;Sci-fi;War;Fantasy/Fairy tales;Documentary;Western;Action;History;Psychology;Politics;Mathematics;Physics;Internet;PC;Biology;Chemistry;Reading;Geography;Foreign languages;Medicine;Cars;Art exhibitions;Religion;Dancing;Musical instruments;Writing;Active sport;Celebrities;Shopping;Science and technology;Theatre;Fun with friends;Adrenaline sports;Fear of public speaking;Healthy eating;Daily events;Prioritising workload;Writing notes;Workaholism;Final judgement;Reliability;Keeping promises;Decision making;Self-criticism;Empathy;Borrowed stuff;Loneliness;Cheating in school;Health;Changing the past;God;Dreams;Charity;Number of friends;New environment;Mood swings;Appearence and gestures;Socializing;Getting angry;Knowing the right people;Public speaking;Life struggles;Happiness in life;Energy levels;Personality;Getting up;Interests or hobbies;Parents' advice;Finances;Shopping centres;Branded clothing;Entertainment spending;Spending on looks;Spending on gadgets
2;2;2;5;5;5;2;4;2;3;3;5;1;4;5;5;5;3;3;5;4;2;5;3;2;1;1;1;4;3;1;1;2;2;3;1;3;1;2;3;3;1;3;2;3;1;2;5;4;4;4;2;;4;2;3;4;3;4;2;5;5;5;5;4;5;5;3;2;5;3;3;4;4;4;3;5;5;3;4;3;2;3;3;3;2;2;2;2;2
3;2;2;1;5;2;1;2;2;2;2;4;1;4;4;5;4;3;5;5;3;3;5;4;3;4;1;1;5;5;2;2;2;4;5;1;5;2;5;5;3;1;5;2;5;5;2;5;1;5;3;3;5;2;1;4;5;4;4;3;4;2;3;5;5;3;5;4;3;4;5;2;3;3;3;4;5;3;5;3;3;5;3;4;3;5;4;4;4;2
2;1;5;3;2;1;1;1;1;1;1;1;4;1;1;5;1;4;5;3;4;5;5;4;3;5;1;1;4;3;1;1;1;4;5;1;5;3;2;1;5;3;5;1;3;2;2;4;4;2;3;5;5;4;4;5;5;5;4;5;1;5;3;2;2;3;5;3;3;2;4;5;4;2;3;4;4;1;3;2;3;1;1;4;5;2;5;1;5;1
3;4;3;1;1;5;4;4;4;5;4;4;2;2;3;5;2;1;4;1;4;4;4;5;5;4;2;1;5;4;4;1;2;5;5;5;5;5;5;2;5;2;5;3;4;4;4;5;3;1;3;4;3;4;4;3;4;5;2;4;4;5;2;3;5;1;5;3;4;5;5;2;5;3;2;4;1;1;4;3;3;4;5;3;3;4;4;4;4;4
4;1;2;2;2;2;1;;1;2;1;1;1;2;2;5;3;3;3;1;3;2;4;2;2;5;1;1;4;4;1;1;2;2;3;1;5;1;2;3;1;1;5;1;4;5;1;5;4;3;3;4;4;4;4;4;5;5;5;2;4;4;2;5;4;2;5;3;;4;3;3;3;3;4;3;5;4;4;5;3;4;5;4;2;2;2;2;2;2
5;1;2;2;5;4;2;1;2;2;2;5;1;1;2;5;3;1;1;5;5;2;4;4;2;1;1;1;3;1;5;5;5;5;5;3;1;4;1;5;1;1;5;1;5;3;5;5;3;3;4;3;2;4;4;1;3;3;2;3;5;5;1;3;4;3;1;3;1;4;5;3;4;3;4;2;5;2;4;5;3;3;5;4;1;5;5;4;5;2
4;2;1;5;5;3;1;1;5;5;3;5;2;3;3;5;4;2;3;5;5;3;3;2;5;1;3;1;4;4;5;5;5;5;5;4;1;5;1;;2;3;5;1;2;5;5;5;5;4;4;1;3;5;5;1;5;5;5;4;5;5;2;1;3;1;1;3;4;3;4;3;3;4;2;2;4;5;5;5;3;4;5;4;4;1;1;2;2;3
4;4;3;4;5;5;2;2;3;3;3;4;4;4;4;5;4;5;5;5;5;3;4;4;3;5;2;1;5;3;3;1;1;3;5;2;4;2;1;3;2;1;3;1;5;4;3;5;4;4;4;2;1;1;3;3;3;2;1;5;4;4;3;5;3;1;2;3;1;3;4;3;3;2;2;1;5;5;4;3;4;5;3;4;4;4;3;2;5;2
4;2;2;3;4;5;2;3;3;4;2;5;2;5;4;5;4;3;4;5;4;2;3;5;4;4;1;2;5;3;2;1;2;2;3;2;3;2;1;5;2;1;5;3;4;3;2;5;4;4;3;4;1;1;2;2;4;3;5;3;5;4;3;5;4;4;3;3;2;4;2;3;4;3;3;4;5;2;3;4;4;5;4;3;3;4;1;2;3;1
4;1;3;3;5;4;2;3;3;4;3;5;3;4;3;5;3;5;3;5;4;3;5;3;2;1;1;2;5;5;1;2;2;3;4;1;5;3;2;5;1;1;5;2;3;5;2;5;4;1;3;3;3;3;4;3;4;4;3;3;4;5;3;2;2;2;1;3;2;5;5;2;4;4;2;4;2;2;4;5;4;4;5;3;3;1;4;3;2;3
1;3;3;2;1;5;5;4;2;2;5;1;3;1;2;3;2;4;3;5;5;3;4;4;5;1;1;1;5;1;2;1;5;3;4;1;1;5;4;1;3;2;1;1;3;2;3;4;3;5;4;1;1;2;2;1;3;2;4;4;2;5;5;4;2;3;5;3;1;1;1;4;4;1;3;1;5;5;3;2;3;5;3;3;3;3;1;2;3;5
5;1;4;4;5;5;3;1;4;3;1;5;3;3;5;5;5;1;1;5;5;1;5;;2;1;1;1;5;3;5;3;2;2;4;5;4;3;1;3;1;1;1;1;3;3;5;5;5;3;3;1;3;5;3;3;5;4;2;1;5;5;2;5;5;5;4;3;3;4;5;5;5;3;5;3;3;5;3;4;3;5;3;2;3;3;1;3;5;5
1;1;5;5;1;5;5;5;5;5;4;3;5;5;5;4;1;5;5;3;5;5;5;5;5;4;1;1;4;4;4;4;5;5;5;3;;3;3;1;1;1;1;1;4;4;5;5;3;4;5;1;4;5;5;5;5;5;1;4;5;4;3;5;5;5;4;5;1;5;5;3;5;5;4;3;4;2;5;4;4;5;5;4;1;4;5;4;5;4
3;3;5;3;3;4;4;1;2;3;3;2;3;3;3;5;4;3;5;5;3;3;3;4;3;1;5;5;5;5;2;2;2;3;3;3;3;5;1;2;4;1;4;2;4;5;5;4;3;3;3;2;1;2;4;2;4;5;3;4;3;5;3;1;3;1;4;3;3;4;3;3;3;1;3;3;4;2;3;3;3;5;4;2;2;4;4;4;2;5
4;3;3;2;4;5;3;3;3;3;3;2;3;2;4;4;1;4;4;3;4;3;5;5;5;5;4;4;5;4;4;4;5;5;4;4;4;5;5;4;4;4;5;1;2;5;5;5;4;5;3;5;2;4;4;5;4;4;5;4;4;4;4;2;2;3;5;4;3;3;5;3;4;4;1;2;4;1;4;3;3;5;3;4;2;1;4;2;1;1
4;1;2;4;4;5;2;4;3;4;4;5;1;1;5;5;4;1;5;3;4;2;3;5;4;5;;1;5;2;3;2;3;4;5;1;1;2;2;5;1;1;5;2;5;3;4;5;5;2;3;5;4;3;4;1;4;4;3;4;5;4;1;5;3;2;5;3;1;3;4;3;4;3;3;4;3;4;4;5;3;2;3;3;2;5;3;4;5;4
5;1;5;2;5;5;1;1;5;5;4;5;1;5;5;5;2;2;1;3;4;1;5;5;1;5;1;1;5;1;4;1;5;5;5;1;1;3;5;4;1;5;1;5;5;3;3;5;1;5;3;5;1;5;5;1;3;3;5;5;5;5;5;5;5;1;5;3;3;3;1;5;3;4;5;1;5;1;2;1;3;5;1;5;1;5;5;3;2;2
3;2;4;3;3;5;3;3;4;4;4;2;3;1;4;4;3;2;3;3;3;3;3;3;3;3;1;1;3;1;2;1;4;3;4;2;1;4;3;2;1;1;2;3;3;1;4;4;1;3;3;4;3;2;3;4;4;4;5;4;5;5;3;3;4;3;5;3;3;3;3;3;4;2;5;3;4;5;3;3;3;3;3;4;4;2;2;2;3;3
3;2;3;4;3;4;1;3;1;2;3;1;1;2;2;5;4;2;2;5;3;1;5;1;1;1;1;1;4;1;2;2;3;1;4;4;3;1;4;1;3;1;1;1;4;3;2;5;2;3;3;1;1;1;1;4;3;5;5;4;5;1;3;5;4;5;5;4;3;3;3;3;3;2;4;3;2;5;4;5;3;5;3;3;1;3;4;5;4;3
1;5;;5;3;5;5;5;1;3;1;1;1;4;4;5;5;3;1;5;1;1;3;1;1;1;1;1;;5;5;1;1;1;5;5;1;1;1;5;1;1;3;3;3;1;3;5;4;1;3;3;3;5;5;5;3;5;5;3;5;2;2;5;3;3;5;3;2;3;4;;3;5;5;5;5;2;5;5;3;5;4;4;5;5;5;5;3;2
1;3;4;4;2;3;1;2;5;4;3;3;4;1;3;3;4;3;2;4;5;3;3;4;3;2;3;3;3;2;2;2;5;4;5;2;1;5;4;3;2;4;2;2;3;2;4;4;2;2;3;2;2;4;2;5;4;5;3;5;3;5;4;2;2;3;5;4;3;4;5;3;4;5;3;4;1;3;4;3;3;2;5;4;4;4;4;2;3;4
1;5;4;4;4;3;3;3;5;4;1;1;4;4;3;3;1;4;3;3;3;3;1;2;3;1;4;4;5;5;2;2;1;5;2;1;5;3;1;1;2;1;4;1;1;5;1;5;4;1;1;2;1;1;2;1;2;4;2;;2;4;3;5;1;1;5;2;1;5;5;2;2;3;1;3;2;1;5;5;5;3;5;2;4;1;3;4;2;4
5;1;1;2;4;3;1;3;1;3;3;1;1;5;5;5;1;4;2;2;3;1;5;3;2;1;1;1;5;5;2;2;2;3;4;;4;2;2;1;2;1;1;1;2;4;2;4;2;3;2;2;2;1;1;2;3;3;2;2;2;3;2;5;4;3;1;2;1;2;3;4;4;4;4;4;5;1;3;3;3;4;2;1;3;5;4;2;3;5
3;2;4;3;3;3;1;2;4;4;2;3;2;3;3;5;3;5;5;4;3;1;5;4;4;4;1;2;5;5;2;1;1;5;4;1;5;3;1;1;1;1;2;3;3;5;3;5;5;2;1;5;1;5;2;1;4;5;4;4;4;4;4;5;2;3;3;4;3;4;3;2;4;2;3;4;4;3;4;3;4;5;3;2;1;4;5;5;4;5
1;1;1;1;2;4;5;4;1;1;4;1;1;1;1;5;1;5;5;5;1;1;2;1;1;1;1;1;2;1;3;4;1;1;1;5;1;1;1;1;1;1;4;1;1;1;1;5;1;5;1;1;1;1;2;5;3;5;3;3;5;3;2;2;2;4;5;4;1;3;5;2;2;2;2;1;5;1;4;4;3;5;1;2;1;1;1;5;1;4
2;1;1;1;2;1;1;1;2;1;1;1;1;2;3;5;3;5;5;3;5;3;5;3;2;2;4;1;5;5;1;1;3;1;4;1;2;1;4;1;1;1;5;1;1;4;1;3;3;2;3;1;1;1;3;1;4;5;1;4;4;5;5;5;1;5;5;4;2;2;5;5;2;3;2;4;2;1;3;3;3;1;5;3;2;1;1;5;1;5
5;1;1;1;3;5;2;1;2;2;5;5;1;3;3;2;2;5;5;1;5;3;5;1;1;1;1;2;3;4;2;1;3;5;5;2;1;3;1;1;1;1;5;1;3;5;1;5;5;1;4;1;1;2;2;3;5;5;3;5;5;3;5;5;3;2;5;3;1;4;5;5;5;3;1;3;2;1;3;3;4;5;5;1;3;4;4;3;1;1
4;1;2;2;4;2;1;3;1;2;1;4;1;2;1;5;4;2;1;4;5;1;3;3;4;1;5;5;5;1;3;5;3;5;4;1;2;2;2;3;1;1;2;1;5;3;3;4;1;4;3;3;4;5;2;4;5;5;4;4;5;5;3;2;4;2;3;3;1;2;4;4;3;4;3;4;4;5;4;3;4;2;2;4;4;4;2;2;2;3
4;3;4;5;4;5;3;2;3;3;2;3;2;2;2;5;5;3;2;5;3;2;3;3;1;2;2;3;5;5;5;5;3;2;4;5;2;3;4;1;4;1;1;3;4;3;3;5;3;3;3;1;5;5;3;4;4;5;5;2;5;5;3;3;1;1;5;4;2;5;3;1;5;4;2;3;4;5;5;5;4;5;3;4;4;4;1;2;4;3
1;3;3;1;2;4;5;4;3;3;3;1;2;1;4;5;3;4;5;4;5;4;5;5;1;4;1;1;4;3;1;1;5;4;3;1;3;1;3;1;1;1;1;2;1;3;1;5;1;3;3;3;1;1;4;4;2;2;1;4;4;5;3;5;2;3;5;4;3;4;4;4;4;3;4;3;4;1;4;3;4;3;3;3;2;2;2;4;2;3
1;2;5;4;1;5;2;5;5;5;5;2;4;4;5;5;4;5;4;5;5;2;5;5;5;5;4;4;5;4;4;4;5;5;5;5;2;4;2;4;4;2;5;1;1;2;4;5;3;3;4;4;5;5;5;3;3;3;3;3;3;3;3;3;3;3;4;4;5;3;2;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
5;2;;4;5;1;1;1;4;3;2;5;4;1;5;5;5;4;4;2;5;4;4;5;4;4;2;2;5;5;2;1;5;5;5;2;5;2;5;4;4;1;3;4;4;5;4;5;2;1;4;5;4;1;4;5;5;2;1;5;5;2;2;4;4;1;5;3;1;2;5;3;5;5;2;4;2;2;5;4;4;1;4;5;4;5;1;5;5;5
3;3;4;2;2;4;4;3;4;4;4;3;2;4;4;4;2;3;5;4;5;3;4;5;4;5;2;2;3;3;2;2;2;4;3;2;4;4;3;2;2;3;3;1;2;3;3;4;3;1;1;5;4;2;4;1;5;5;4;5;3;3;1;2;1;1;1;4;3;3;5;3;4;3;2;5;2;1;5;5;3;4;3;4;2;2;2;4;4;2
1;3;3;2;2;4;5;1;3;1;1;1;2;1;2;4;3;1;4;4;5;3;3;4;2;2;1;1;3;3;1;4;3;1;3;1;3;1;3;1;1;1;5;1;3;4;3;3;1;2;3;2;3;1;3;4;4;4;3;5;3;5;2;2;3;4;4;3;2;2;3;2;2;3;1;1;4;2;3;4;3;3;3;3;4;1;2;1;2;3
4;4;5;3;4;5;1;2;4;5;3;5;4;2;3;5;5;5;5;5;4;3;4;4;4;3;3;1;4;4;2;1;2;3;5;1;3;1;2;2;1;1;2;2;2;5;2;5;3;3;3;4;4;5;3;4;5;4;4;4;5;5;4;5;2;5;4;3;2;4;4;5;3;3;3;3;5;3;4;4;3;3;4;3;4;2;1;3;2;4
1;1;2;2;2;4;4;1;4;2;4;2;;1;1;4;2;2;3;3;2;1;1;1;2;4;1;3;4;1;5;5;5;2;1;5;4;5;4;2;1;4;5;1;3;2;5;5;5;1;3;5;1;3;5;1;5;2;1;4;3;2;1;5;3;1;5;3;1;5;1;5;3;1;5;3;4;4;5;5;3;1;5;5;1;1;3;3;3;3
2;2;4;1;2;4;4;3;1;2;3;2;3;3;5;5;4;3;2;4;3;1;5;1;3;2;3;2;4;4;1;1;2;1;4;1;2;1;1;1;5;4;1;1;4;2;3;2;1;2;3;1;2;3;2;1;4;5;2;2;5;4;5;2;1;4;3;2;2;1;2;5;4;1;4;2;1;5;2;3;4;2;1;2;1;3;4;2;3;3
2;2;4;2;3;5;5;3;2;3;1;3;4;1;4;4;2;5;5;3;4;3;5;3;3;4;2;2;4;5;2;2;1;2;3;3;5;2;3;1;1;1;2;1;2;4;1;4;2;4;2;4;1;1;1;3;2;3;2;4;4;4;4;4;3;4;2;3;2;3;4;3;4;1;4;4;4;2;3;3;3;5;2;3;4;2;4;4;2;2
4;5;3;1;4;4;1;1;5;4;4;4;1;1;2;5;3;4;5;4;4;5;4;3;4;1;2;3;5;2;5;1;1;5;4;3;1;1;2;1;1;3;4;1;2;4;1;4;4;2;4;3;1;2;2;3;3;4;3;5;5;3;3;2;3;2;4;4;1;3;3;4;5;4;1;4;4;2;4;4;3;4;3;3;4;4;4;3;2;2
4;3;5;3;3;4;2;2;4;4;5;2;4;1;2;4;4;2;2;5;4;2;4;3;4;1;1;1;4;1;3;2;5;3;5;3;1;5;3;3;2;4;3;2;2;3;4;5;3;5;3;2;1;3;2;3;2;4;2;4;5;4;5;5;2;5;5;2;3;5;4;5;5;2;4;3;5;5;2;2;2;5;3;3;2;2;1;2;2;3
4;2;4;3;3;3;2;2;4;2;3;5;1;1;3;4;4;3;1;4;4;1;2;2;3;1;2;1;3;1;5;4;5;3;4;5;1;4;3;5;2;1;2;1;3;5;5;4;1;3;3;1;4;5;4;3;4;5;3;3;5;4;3;3;3;3;5;3;3;3;3;5;4;3;4;4;5;4;3;3;3;4;4;3;4;3;2;2;3;3
4;2;1;2;4;4;2;1;1;2;2;2;1;3;3;5;5;1;1;5;5;2;3;2;2;1;1;2;3;2;3;3;1;2;1;1;4;2;1;1;1;1;;4;4;2;2;4;4;1;3;3;3;4;3;4;4;4;2;2;2;4;2;3;3;3;1;4;2;3;3;3;3;4;4;4;1;4;4;4;3;2;3;4;2;1;4;2;2;1
2;1;3;4;4;4;1;3;2;3;3;1;4;1;4;4;3;2;2;5;3;2;4;5;3;1;1;1;5;3;1;1;5;3;5;3;2;5;1;1;1;4;1;2;5;4;4;5;4;5;3;3;3;5;4;1;5;4;3;4;5;4;2;3;3;2;1;4;1;4;5;4;4;3;3;5;5;2;4;5;3;2;4;4;4;5;3;3;3;3
5;2;5;4;5;5;2;2;3;2;3;5;2;5;5;5;3;3;;3;3;1;5;2;5;3;1;3;5;3;3;3;3;4;5;4;5;4;2;5;3;3;4;1;5;4;4;5;3;2;3;5;1;3;2;2;5;5;5;5;3;5;5;5;4;3;3;3;3;3;3;3;5;3;3;4;3;3;4;2;3;3;3;3;3;5;5;4;5;5
2;2;2;1;3;5;1;2;2;4;5;2;1;1;2;5;5;3;3;5;3;1;2;2;4;2;1;2;3;1;1;3;5;1;4;1;1;2;2;1;5;5;1;1;3;1;2;4;1;4;2;3;1;1;1;3;3;4;5;5;5;5;5;2;4;3;5;3;1;1;1;4;4;2;3;1;5;5;2;1;2;5;1;4;3;1;1;1;2;1
2;2;1;3;5;3;2;1;1;2;1;4;1;1;2;4;5;2;2;4;4;1;4;2;2;2;5;2;5;5;2;1;1;2;2;1;5;1;1;1;1;1;1;4;3;3;2;2;1;4;2;3;1;3;1;3;4;4;5;4;5;5;4;3;5;3;4;3;1;1;3;3;4;1;2;2;3;5;3;3;3;3;2;4;3;1;1;1;2;1
1;2;4;1;3;4;2;4;4;4;4;2;1;3;2;3;2;2;3;2;3;3;2;3;2;4;4;2;4;4;2;2;4;4;3;2;2;4;1;1;2;2;1;1;2;3;2;4;3;3;3;4;3;3;5;2;4;4;4;3;3;5;3;2;3;2;1;4;2;2;2;3;2;4;2;2;4;3;5;3;3;2;3;3;4;2;2;2;1;2
4;2;3;2;4;2;2;1;2;2;1;2;2;2;3;4;3;1;2;3;2;1;2;4;4;2;4;2;5;1;2;4;3;4;1;3;1;2;2;1;3;3;1;1;1;2;2;3;2;3;3;2;4;5;2;4;4;4;3;5;5;5;2;4;4;3;5;3;2;2;4;4;4;2;4;4;3;4;5;5;3;5;1;4;5;1;1;4;4;2
4;1;4;4;2;5;5;2;5;5;3;4;2;1;3;5;4;2;5;4;5;3;5;5;3;4;5;5;2;4;3;5;5;5;4;3;2;1;2;4;3;2;4;1;1;5;5;5;4;2;2;5;2;1;5;1;5;4;1;5;3;2;2;1;2;2;1;3;1;1;5;1;2;4;1;3;1;1;4;2;4;1;1;2;4;1;1;3;1;1
2;3;2;1;4;4;2;2;2;4;1;1;1;4;4;4;3;3;4;3;1;3;4;1;3;3;4;3;4;4;2;2;1;1;2;3;5;1;1;1;1;1;2;3;2;4;1;5;5;3;2;4;4;2;5;2;3;4;3;4;4;4;2;5;2;1;4;4;1;3;4;3;3;4;3;5;4;1;4;4;4;3;4;2;2;2;3;5;1;4
3;2;5;3;1;5;2;4;4;4;5;3;3;4;4;3;2;2;2;4;5;2;5;5;2;1;1;1;4;2;1;1;5;3;3;1;4;5;3;2;2;3;2;2;3;1;5;5;1;2;3;4;4;4;5;5;4;5;3;5;4;5;2;5;3;2;5;4;2;3;3;3;2;2;4;3;2;4;4;4;3;3;3;3;4;2;2;3;2;2
3;3;3;4;3;5;3;1;5;5;3;3;3;1;4;4;2;1;1;2;5;1;4;2;3;1;1;3;3;3;4;2;3;3;3;3;2;4;4;1;5;4;4;1;2;3;4;5;2;4;3;1;2;3;3;1;4;4;3;2;3;4;3;4;3;2;3;4;2;3;3;4;3;2;2;3;2;5;3;2;3;3;2;3;4;1;1;3;2;2
1;4;5;5;3;5;3;3;4;5;2;3;3;5;5;5;4;5;5;5;5;5;4;4;4;4;1;3;4;5;2;2;4;4;4;4;4;5;3;2;5;3;5;1;1;5;4;4;5;1;4;4;2;2;3;2;4;4;2;5;3;4;2;2;2;2;1;4;4;4;4;2;3;2;1;3;2;1;3;4;3;3;4;3;3;3;3;3;4;3
3;3;3;2;2;4;3;3;5;3;4;3;2;2;3;5;4;4;3;4;3;2;2;4;4;4;2;2;3;2;3;2;5;2;4;3;1;4;2;4;5;5;3;1;4;3;5;5;2;3;3;4;3;5;5;2;4;4;3;4;5;5;3;3;3;3;4;4;4;4;3;4;4;3;3;4;4;4;4;5;3;5;5;4;3;4;2;4;4;2
4;1;3;1;4;4;1;4;1;1;2;1;1;1;2;4;4;1;1;5;3;1;4;5;2;2;2;1;5;3;1;1;4;2;5;1;3;2;2;1;1;2;1;3;4;2;2;5;1;3;3;3;5;5;3;3;5;4;5;4;4;5;4;3;4;3;3;3;1;2;4;5;4;4;5;3;5;4;3;3;3;2;2;3;4;3;1;1;1;1
3;3;4;3;4;4;3;3;3;4;4;2;3;2;4;4;3;4;4;3;4;2;4;4;4;4;3;2;5;4;2;1;4;5;4;3;4;3;4;1;1;3;1;1;2;4;3;5;4;2;1;4;2;1;1;3;4;4;3;5;3;5;3;5;2;3;3;3;3;3;4;4;3;3;2;3;2;4;3;3;3;5;4;2;2;1;1;5;2;3
5;1;5;5;5;5;5;1;1;5;5;5;2;1;4;3;5;5;5;2;2;1;1;4;5;3;3;5;5;5;3;5;5;5;5;1;1;5;5;5;5;5;3;1;2;5;5;5;5;5;5;5;1;3;3;1;4;4;5;3;5;5;5;1;2;5;5;4;3;1;5;5;5;3;3;5;1;5;5;5;3;3;5;3;5;5;3;5;3;2
5;3;2;2;4;5;2;2;4;3;4;3;1;1;1;4;5;2;2;5;5;2;2;4;3;2;1;1;4;2;5;4;3;2;3;5;1;3;5;2;1;1;1;1;5;3;1;5;1;3;3;2;3;4;1;5;4;3;3;4;5;5;2;3;3;2;5;3;2;4;3;4;4;3;4;4;4;5;4;4;4;5;3;3;3;4;3;3;3;3
2;1;4;2;2;5;3;3;2;3;1;3;2;4;5;4;2;3;4;2;;1;2;5;3;5;2;1;5;4;1;1;5;5;4;2;1;4;3;2;1;4;3;4;5;4;4;5;3;3;3;1;3;4;4;1;4;4;2;4;4;5;1;3;4;4;2;4;2;4;4;3;4;4;5;5;2;4;4;4;4;5;4;4;4;5;5;5;5;5
3;1;2;2;4;2;1;2;1;1;1;1;1;3;5;2;1;4;3;3;3;4;5;1;3;4;1;1;5;4;1;1;1;1;4;1;4;1;1;2;1;1;1;2;4;4;3;5;5;2;3;4;1;1;1;3;2;4;3;2;5;5;3;5;4;3;3;2;1;4;5;3;5;3;2;4;4;1;4;4;4;3;1;2;4;5;5;3;3;4
3;1;1;1;4;4;1;5;3;2;2;2;1;4;4;5;5;5;4;2;4;1;3;1;5;2;4;1;5;3;4;1;4;5;5;3;1;1;2;1;1;1;1;3;2;4;2;3;3;4;2;4;4;2;5;1;4;5;4;4;4;4;5;5;2;1;4;4;1;1;4;4;4;3;2;3;5;4;2;3;3;4;2;2;5;4;3;1;2;2
2;4;4;2;1;3;1;1;5;1;1;3;3;1;1;2;2;1;4;5;5;1;4;4;1;1;1;1;2;1;3;1;5;3;4;2;1;5;5;5;5;3;4;1;3;1;5;4;1;2;1;3;5;5;5;3;5;5;5;4;4;5;2;2;3;3;5;3;2;3;3;4;4;1;4;2;4;5;3;4;3;4;5;4;2;5;4;2;2;1
4;3;3;3;3;3;1;1;4;4;4;4;2;5;3;5;5;5;3;5;5;3;4;3;3;3;1;2;3;3;3;3;3;3;3;4;3;3;1;3;2;1;3;2;2;4;4;4;4;5;3;3;5;5;5;5;3;5;5;5;5;5;5;4;3;5;1;3;1;3;3;5;3;1;5;4;5;5;1;1;1;5;1;1;1;3;5;5;5;5
2;1;5;1;3;5;4;4;4;4;5;1;3;3;5;5;2;4;5;3;5;2;4;5;2;1;3;2;4;4;3;1;4;4;5;2;4;4;2;1;3;1;4;3;2;5;4;5;1;1;3;2;1;1;1;3;3;4;5;4;5;5;3;5;3;4;3;4;2;3;3;3;2;2;5;3;5;2;3;2;3;4;2;3;4;3;3;3;1;4
4;3;3;2;4;3;1;1;1;1;1;1;3;4;4;5;4;3;5;2;4;3;4;4;2;5;2;4;5;4;5;5;3;3;3;5;2;1;5;4;1;2;5;1;3;5;5;5;3;2;3;3;2;1;3;5;4;5;3;3;3;5;4;4;3;3;5;3;2;3;3;3;4;3;3;2;5;5;4;4;3;5;4;4;3;3;4;3;2;3
4;3;5;5;5;4;2;2;5;4;3;4;2;1;3;4;3;1;2;4;3;1;3;4;;3;3;3;5;4;4;3;4;5;5;3;5;4;3;1;1;4;1;2;3;2;2;3;1;2;1;4;3;5;5;2;3;3;3;3;3;4;5;2;3;5;4;3;1;1;2;5;3;3;5;3;2;3;3;3;2;3;1;5;4;4;1;2;1;1
2;3;4;5;2;1;1;1;4;4;2;3;2;1;2;5;5;1;3;5;4;3;2;2;3;2;1;1;3;1;5;4;5;3;5;5;1;1;5;2;5;3;4;2;3;2;2;4;1;3;1;4;2;2;1;2;5;5;4;4;5;5;4;4;3;5;5;3;3;4;5;2;3;5;1;2;5;;4;4;3;3;3;5;4;1;1;1;1;1
5;3;3;3;5;4;1;2;4;4;1;2;2;3;3;5;5;2;1;3;1;2;3;1;3;1;2;1;4;3;3;2;3;1;4;1;1;4;3;5;5;3;4;4;4;2;3;5;3;2;3;3;2;5;2;4;4;4;4;5;4;5;4;2;4;2;5;4;3;3;5;5;5;4;4;4;2;4;3;4;3;5;5;4;2;4;3;3;1;4
3;2;2;3;4;4;2;2;5;3;2;4;2;1;;5;5;5;5;5;5;4;5;5;4;3;2;2;3;1;1;1;4;3;5;2;3;5;5;1;4;3;1;2;3;2;4;4;5;3;3;2;4;4;4;3;4;5;3;5;4;3;3;4;3;5;5;3;4;4;1;4;3;4;2;4;5;5;4;4;3;4;4;4;3;2;2;1;1;1
1;3;3;1;3;5;5;4;1;1;5;5;1;3;1;5;5;1;1;5;5;1;1;3;5;1;5;5;5;5;3;4;4;1;5;1;1;1;1;1;1;1;3;1;1;5;3;3;1;1;3;1;5;3;5;2;5;5;1;4;3;2;3;2;1;1;3;3;1;3;1;5;3;3;3;5;3;3;3;3;4;4;5;3;1;3;5;5;1;1
4;1;2;2;4;4;1;1;1;1;2;3;1;1;2;4;4;4;1;3;1;1;2;1;2;2;2;1;5;5;1;1;4;4;3;1;2;1;1;5;1;1;4;3;5;5;4;4;1;3;2;3;3;3;3;2;4;3;4;4;3;4;3;3;5;3;2;2;4;2;3;5;1;2;3;4;5;4;3;3;3;5;2;2;2;5;5;4;4;5
4;2;1;2;4;4;2;3;1;1;3;3;1;4;2;4;3;3;1;4;4;1;2;;4;2;1;1;5;3;1;1;3;1;3;1;4;1;1;3;1;1;2;2;4;;1;5;1;4;3;1;2;3;3;3;5;4;3;3;5;5;3;5;4;2;3;4;1;3;3;4;4;4;3;3;5;5;3;3;4;4;2;3;2;5;5;5;5;3
3;1;3;2;;5;1;3;2;4;3;4;2;5;2;5;3;5;5;3;5;1;4;3;4;1;1;4;5;5;5;5;2;3;3;5;1;4;1;3;3;1;4;1;3;5;4;5;3;5;5;1;5;4;3;1;5;5;5;5;4;5;4;1;1;5;1;2;1;1;1;4;4;1;1;1;5;1;1;2;2;1;1;1;5;2;2;1;1;1
4;1;2;2;2;4;1;1;1;1;3;2;2;2;4;4;4;1;2;2;4;1;1;2;4;2;1;;4;2;2;1;3;3;4;4;1;2;3;1;2;4;1;2;2;2;2;4;3;3;2;2;2;3;2;3;4;3;2;4;4;3;3;3;3;4;4;4;3;3;4;3;4;2;3;3;3;5;4;4;3;4;3;3;2;3;2;4;2;2
5;2;4;1;5;4;3;4;1;1;1;2;1;3;5;5;4;3;4;2;5;2;5;5;3;5;1;1;5;5;2;1;4;4;5;3;4;2;5;1;1;1;5;2;4;3;4;5;2;2;3;4;3;4;3;1;5;5;4;5;2;4;3;3;4;1;5;3;3;3;3;2;4;2;2;3;1;3;5;3;3;2;3;2;5;4;5;4;3;3
